3.333333333333E-4
5;2673
5;1337
5;1222
5;1927
5;1491
5;1695
5;3501
5;3348
5;907
5;997
10;1093
10;1437
10;2132
10;2270
10;3168
10;2604
10;2346
10;2110
10;5260
10;1283
15;2249
15;2691
15;1445
15;4345
15;1943
15;1875
15;3249
15;2008
15;3840
15;2046
20;1789
20;3398
20;2377
20;2337
20;1511
20;2713
20;2271
20;1873
20;1968
20;3251
